link,street,city,state,zip,square_feet,price,bedrooms,bathroom,type,,,,,,,,,,
https://www.trulia.com/property/3261003749-52-Harrison-Ave-Jersey-City-NJ-07304,52 Harrison Ave,Jersey City,NJ,7304,n/a,"599,000",8 Bedrooms,5 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/1040548760-689-Luis-Munoz-Marin-Blvd-1008-Jersey-City-NJ-07310,689 Luis Munoz Marin Blvd #1008,Jersey City,NJ,7310,833,"475,000",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3262153846-430-Ogden-Ave-4-Jersey-City-NJ-07307,430 Ogden Ave #4,Jersey City,NJ,7307,n/a,"725,000",3 Bedrooms,"2 full, 1 partial Bathrooms",Townhouse,,,,,,,,,,
https://www.trulia.com/property/3003410184-55-Bowers-St-2-Jersey-City-NJ-07307,55 Bowers St #2,Jersey City,NJ,7307,640,"256,000",1 Bedroom,1 full Bathroom,Single-Family Home,Refrigerator,Dishwasher,Microwave,Air Conditioning,Vaulted Ceiling,Double-Pane Windows,,,,
https://www.trulia.com/property/3039233190-135-Montgomery-St-6A-Jersey-City-NJ-07302,135 Montgomery St #6A,Jersey City,NJ,7302,525,"449,000",1 Bedroom,1 full Bathroom,Coop,,,,,,,,,,
https://www.trulia.com/property/3262184585-8-Westminster-Ln-Jersey-City-NJ-07305,8 Westminster Ln,Jersey City,NJ,7305,n/a,"319,900",3 Bedrooms,2 full Bathrooms,Single-Family Home,,,,,,,,,,
https://www.trulia.com/property/3260784620-20-Newport-Pkwy-1603-Jersey-City-NJ-07310,20 Newport Pkwy #1603,Jersey City,NJ,7310,840,"789,888",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3230238423-50-Birch-St-Jersey-City-NJ-07305,50 Birch St,Jersey City,NJ,7305,n/a,"499,000",3 Bedrooms,"2 full, 1 partial Bathrooms",Townhouse,,,,,,,,,,
https://www.trulia.com/property/3262312115-104-Palisade-Ave-B2-Jersey-City-NJ-07306,104 Palisade Ave #B2,Jersey City,NJ,7306,755,"365,000",1 Bedroom,1 full Bathroom,Condo,Dishwasher,,,,,,,,,
https://www.trulia.com/property/3002020213-177-Belmont-Ave-Jersey-City-NJ-07304,177 Belmont Ave,Jersey City,NJ,7304,n/a,"525,000",3 Bedrooms,2 full Bathrooms,Single-Family Home,,,,,,,,,,
https://www.trulia.com/property/3237203433-140-Bay-St-A3-Jersey-City-NJ-07302,140 Bay St #A3,Jersey City,NJ,7302,n/a,"899,000",2 Bedrooms,"2 full, 1 partial Bathrooms",Townhouse,Dryer,Air Conditioning,,,,,,,,
https://www.trulia.com/property/3261338297-95-Irving-St-Jersey-City-NJ-07307,95 Irving St,Jersey City,NJ,7307,n/a,"459,000",3 Bedrooms,1 full Bathroom,Single-Family Home,,,,,,,,,,
https://www.trulia.com/property/3262303696-41-Broadway-102-Jersey-City-NJ-07306,41 Broadway #102,Jersey City,NJ,7306,"1,710","695,000",3 Bedrooms,"2 full, 1 partial Bathrooms",Condo,,,,,,,,,,
https://www.trulia.com/property/3262305553-41-Broadway-202-Jersey-City-NJ-07306,41 Broadway #202,Jersey City,NJ,7306,"1,710","695,000",3 Bedrooms,"2 full, 1 partial Bathrooms",Condo,,,,,,,,,,
https://www.trulia.com/property/3260651484-324-Baldwin-Ave-2R-Jersey-City-NJ-07306,324 Baldwin Ave #2R,Jersey City,NJ,7306,"1,000","409,000",2 Bedrooms,2 full Bathrooms,Condo,,,,,,,,,,
https://www.trulia.com/property/3014707812-1-Independence-Way-408-Jersey-City-NJ-07305,1 Independence Way #408,Jersey City,NJ,7305,n/a,"337,803",2 Bedrooms,2 full Bathrooms,Condo,,,,,,,,,,
https://www.trulia.com/property/3262247983-260-Griffith-St-Jersey-City-NJ-07307,260 Griffith St,Jersey City,NJ,7307,n/a,Unknown,,,,,,,,,,,,,
https://www.trulia.com/property/3157466530-151-Culver-Ave-Jersey-City-NJ-07305,151 Culver Ave,Jersey City,NJ,7305,n/a,"469,900",6 Bedrooms,"3 full, 1 partial Bathrooms",Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3261086535-700-Grove-St-PH-12A-Jersey-City-NJ-07310,700 Grove St #PH 12A,Jersey City,NJ,7310,"1,373","789,000",2 Bedrooms,2 full Bathrooms,Condo,Fireplace,,,,,,,,,
https://www.trulia.com/property/3262227579-430-Ogden-Ave-4-Jersey-City-NJ-07307,430 Ogden Ave #4,Jersey City,NJ,7307,"1,950","725,000",3 Bedrooms,2 full Bathrooms,Condo,,,,,,,,,,
https://www.trulia.com/property/3261782567-201-Marin-Blvd-1018-Jersey-City-NJ-07302,201 Marin Blvd #1018,Jersey City,NJ,7302,780,"678,000",1 Bedroom,1 full Bathroom,Condo,Air Conditioning,Double-Pane Windows,Doorman,,,,,,,
https://www.trulia.com/property/1034067596-1164-Summit-Ave-Jersey-City-NJ-07307,1164 Summit Ave,Jersey City,NJ,7307,n/a,"529,999",7 Bedrooms,3 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3209198474-198-Linden-Ave-Jersey-City-NJ-07305,198 Linden Ave,Jersey City,NJ,7305,n/a,"299,000",3 Bedrooms,3 full Bathrooms,Unknown,,,,,,,,,,
https://www.trulia.com/property/3262098861-85-Winfield-Ave-Jersey-City-NJ-07305,85 Winfield Ave,Jersey City,NJ,7305,n/a,"649,000",5 full Bathrooms,Multi-Family,,,,,,,,,,,
https://www.trulia.com/property/1025489778-44-Delmar-Rd-Jersey-City-NJ-07305,44 Delmar Rd,Jersey City,NJ,7305,n/a,"399,000",4 Bedrooms,3 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3261106604-77-Hudson-St-3403-Jersey-City-NJ-07302,77 Hudson St #3403,Jersey City,NJ,7302,"1,510","1,799,998",3 Bedrooms,2 full Bathrooms,Condo,,,,,,,,,,
https://www.trulia.com/property/3260909912-62-68-Monitor-St-Jersey-City-NJ-07304,62 68 Monitor St,Jersey City,NJ,7304,n/a,"3,800,000",Unknown,,,,,,,,,,,,
https://www.trulia.com/property/3262002072-82-Prospect-St-Jersey-City-NJ-07307,82 Prospect St,Jersey City,NJ,7307,n/a,"999,000",8 Bedrooms,5 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3111864159-131-New-York-Ave-Jersey-City-NJ-07307,131 New York Ave,Jersey City,NJ,7307,n/a,"415,000",3 Bedrooms,2 full Bathrooms,Unknown,,,,,,,,,,
https://www.trulia.com/property/3010207797-10-Huron-Ave-Jersey-City-NJ-07306,10 Huron Ave,Jersey City,NJ,7306,n/a,"250,000",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,n/a,"337,670",2 Bedrooms,2 full Bathrooms,Condo,,,,,,,,,,
https://www.trulia.com/property/3035640362-146-St-Pauls-Ave-Jersey-City-NJ-07306,146 St Pauls Ave,Jersey City,NJ,7306,n/a,"425,000",3 Bedrooms,2 full Bathrooms,Single-Family Home,,,,,,,,,,
https://www.trulia.com/property/3255423465-4-Constellation-Pl-311-Jersey-City-NJ-07305,4 Constellation Pl #311,Jersey City,NJ,7305,n/a,"302,650",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3066365881-405-Bergen-Ave-Jersey-City-NJ-07304,405 Bergen Ave,Jersey City,NJ,7304,n/a,"355,000",5 Bedrooms,3 full Bathrooms,Single-Family Home,,,,,,,,,,
https://www.trulia.com/property/3263045781-32-Manhattan-Ave-Jersey-City-NJ-07307,32 Manhattan Ave,Jersey City,NJ,7307,n/a,"499,000",6 Bedrooms,3 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3263054136-462-W-Side-Ave-Jersey-City-NJ-07304,462 W Side Ave,Jersey City,NJ,7304,n/a,"375,000",3 Bedrooms,3 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3142366758-20-2nd-St-1006-Jersey-City-NJ-07302,20 2nd St #1006,Jersey City,NJ,7302,674,"688,000",1 Bedroom,1 full Bathroom,Condo,Skylight,,,,,,,,,
https://www.trulia.com/property/1043262275-65-Terhune-Ave-Jersey-City-NJ-07305,65 Terhune Ave,Jersey City,NJ,7305,n/a,"485,000",4 Bedrooms,3 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/1050611842-20-Wegman-Pkwy-Jersey-City-NJ-07305,20 Wegman Pkwy,Jersey City,NJ,7305,n/a,"479,000",7 Bedrooms,3 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3195304919-28-Morton-Pl-Jersey-City-NJ-07305,28 Morton Pl,Jersey City,NJ,7305,n/a,"649,000",6 Bedrooms,"4 full, 1 partial Bathrooms",Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3262898823-199-Summit-Ave-200-Jersey-City-NJ-07304,199 Summit Ave #200,Jersey City,NJ,7304,n/a,"3,250,000",Lot/äó†Land,,,,,,,,,,,,
https://www.trulia.com/property/3262966620-69-71-Baldwin-Ave-Jersey-City-NJ-07306,69-71 Baldwin Ave,Jersey City,NJ,7306,n/a,"2,999,700",Lot/äó†Land,,,,,,,,,,,,
https://www.trulia.com/property/3262972812-157-Sherman-Ave-Jersey-City-NJ-07307,157 Sherman Ave,Jersey City,NJ,7307,n/a,"625,000",6 Bedrooms,3 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3263007067-70-Charles-St-Jersey-City-NJ-07307,70 Charles St,Jersey City,NJ,7307,n/a,"695,000",3 Bedrooms,3 full Bathrooms,Multi-Family,Porch,,,,,,,,,
https://www.trulia.com/property/3263014997-230-5-4th-St-Jersey-City-NJ-07302,230.5 4th St,Jersey City,NJ,7302,n/a,"1,250,000",3 Bedrooms,2 full Bathrooms,Townhouse,Fireplace,,,,,,,,,
https://www.trulia.com/property/3263025823-4-1-2-Mercer-St-Jersey-City-NJ-07302,4 1/2 Mercer St,Jersey City,NJ,7302,n/a,"1,575,000",2 Bedrooms,3 full Bathrooms,Single-Family Home,,,,,,,,,,
https://www.trulia.com/property/3263053941-6-Mercer-St-Jersey-City-NJ-07302,6 Mercer St,Jersey City,NJ,7302,n/a,"2,150,000",4 full Bathrooms,Multi-Family,,,,,,,,,,,
https://www.trulia.com/property/3263089464-573-Jersey-Ave-Jersey-City-NJ-07302,573 Jersey Ave,Jersey City,NJ,7302,n/a,"1,200,000",3 Bedrooms,2 full Bathrooms,Single-Family Home,,,,,,,,,,
https://www.trulia.com/property/3268571839-4-E-Bidwell-Ave-Jersey-City-NJ-07305,4 E Bidwell Ave,Jersey City,NJ,7305,n/a,"449,999",Lot/äó†Land,,,,,,,,,,,,
https://www.trulia.com/property/3268669653-29-Halfmoon-Isle-Jersey-City-NJ-07305,29 Halfmoon Isle,Jersey City,NJ,7305,n/a,"1,395,000",3 Bedrooms,4 full Bathrooms,Single-Family Home,,,,,,,,,,
https://www.trulia.com/property/3262792989-201-Marin-Blvd-610-Jersey-City-NJ-07302,201 Marin Blvd #610,Jersey City,NJ,7302,881,"749,999",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3229582752-424-W-Side-Ave-Jersey-City-NJ-07305,424 W Side Ave,Jersey City,NJ,7305,n/a,"550,000",Lot/äó†Land,,,,,,,,,,,,
https://www.trulia.com/property/3262783591-42-Jefferson-Ave-Jersey-City-NJ-07306,42 Jefferson Ave,Jersey City,NJ,7306,n/a,"825,000",7 Bedrooms,Multi-Family,,,,,,,,,,,
https://www.trulia.com/property/3157149454-13-Seidler-St-Jersey-City-NJ-07304,13 Seidler St,Jersey City,NJ,7304,n/a,"369,000",3 Bedrooms,3 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3262181549-43-Van-Wagenen-Ave-4D-Jersey-City-NJ-07306,43 Van Wagenen Ave #4D,Jersey City,NJ,7306,675,"260,000",1 Bedroom,1 full Bathroom,Condo,Dishwasher,,,,,,,,,
https://www.trulia.com/property/3260812106-23-Belvidere-Ave-Jersey-City-NJ-07304,23 Belvidere Ave,Jersey City,NJ,7304,n/a,"166,900",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3262192720-29-Tottenham-Ct-Jersey-City-NJ-07305,29 Tottenham Ct,Jersey City,NJ,7305,"1,491","399,900",2 Bedrooms,Apartment/äó†Condo/äó†Townhouse,,,,,,,,,,,
https://www.trulia.com/property/3261975685-201-Marin-Blvd-810-Jersey-City-NJ-07302,201 Marin Blvd #810,Jersey City,NJ,7302,"1,000","749,990",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3261931129-3-Swan-Ct-TH-Jersey-City-NJ-07305,3 Swan Ct #TH,Jersey City,NJ,7305,"1,491","399,900",2 Bedrooms,Apartment/äó†Condo/äó†Townhouse,,,,,,,,,,,
https://www.trulia.com/property/3154323539-25-Hudson-St-104-Jersey-City-NJ-07302,25 Hudson St #104,Jersey City,NJ,7302,"1,321","1,299,000",2 Bedrooms,"2 full, 1 partial Bathrooms",Condo,,,,,,,,,,
https://www.trulia.com/property/3207438644-28-Van-Cleef-St-Jersey-City-NJ-07305,28 Van Cleef St,Jersey City,NJ,7305,n/a,"499,000",6 Bedrooms,Multi-Family,,,,,,,,,,,
https://www.trulia.com/property/3260655825-88-Morgan-St-Jersey-City-NJ-07302,88 Morgan St,Jersey City,NJ,7302,837,"748,800",1 Bedroom,1 full Bathroom,Condo,Dishwasher,Microwave,Washer,Dryer,,,,,,
https://www.trulia.com/property/3261222923-31-Cedar-St-Jersey-City-NJ-07305,31 Cedar St,Jersey City,NJ,7305,"1,271","305,000",2 Bedrooms,1 full Bathroom,Single-Family Home,,,,,,,,,,
https://www.trulia.com/property/1041073157-143-Arlington-Ave-Jersey-City-NJ-07305,143 Arlington Ave,Jersey City,NJ,7305,n/a,"600,000",6 Bedrooms,"2 full, 2 partial Bathrooms",Single-Family Home,Dishwasher,,,,,,,,,
https://www.trulia.com/property/3261486403-1-2nd-St-2004-Jersey-City-NJ-07302,1 2nd St #2004,Jersey City,NJ,7302,"1,158","999,999",2 Bedrooms,2 full Bathrooms,Condo,,,,,,,,,,
https://www.trulia.com/property/3061914088-330-Newark-Ave-Jersey-City-NJ-07302,330 Newark Ave,Jersey City,NJ,7302,n/a,"1,799,900",8 Bedrooms,Multi-Family,,,,,,,,,,,
https://www.trulia.com/property/3261075971-830-Ocean-Ave-Jersey-City-NJ-07304,830 Ocean Ave,Jersey City,NJ,7304,n/a,"699,000",4 Bedrooms,Multi-Family,,,,,,,,,,,
https://www.trulia.com/property/3234996657-14-1-2-Corbin-Ave-Jersey-City-NJ-07306,14 1/2 Corbin Ave,Jersey City,NJ,7306,n/a,"399,000",3 Bedrooms,"2 full, 1 partial Bathrooms",Single-Family Home,,,,,,,,,,
https://www.trulia.com/property/3262193265-29-Tottenham-Ct-Jersey-City-NJ-07305,29 Tottenham Ct,Jersey City,NJ,7305,n/a,"399,900",2 Bedrooms,"1 full, 1 partial Bathrooms",Apartment/äó†Condo/äó†Townhouse,,,,,,,,,,
https://www.trulia.com/property/3261982348-147-Custer-Ave-Jersey-City-NJ-07305,147 Custer Ave,Jersey City,NJ,7305,n/a,"270,000",2 Bedrooms,"1 full, 1 partial Bathrooms",Unknown,,,,,,,,,,
https://www.trulia.com/property/3098527444-138-St-Pauls-Ave-Jersey-City-NJ-07306,138 St Pauls Ave,Jersey City,NJ,7306,n/a,"999,999",8 Bedrooms,Multi-Family,,,,,,,,,,,
https://www.trulia.com/property/3261183887-44-Corbin-Ave-Jersey-City-NJ-07306,44 Corbin Ave,Jersey City,NJ,7306,n/a,"859,000",6 Bedrooms,"4 full, 1 partial Bathrooms",Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3261562794-15-Spring-St-Jersey-City-NJ-07305,15 Spring St,Jersey City,NJ,7305,n/a,"459,000",5 Bedrooms,3 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3260824429-77-Hudson-St-PH4806-Jersey-City-NJ-07302,77 Hudson St #PH4806,Jersey City,NJ,7302,"1,175","1,999,888",2 Bedrooms,2 full Bathrooms,Condo,Refrigerator,Dishwasher,Microwave,Washer,Dryer,,,,,
https://www.trulia.com/property/3008175631-300-Communipaw-Ave-102-Jersey-City-NJ-07304,300 Communipaw Ave #102,Jersey City,NJ,7304,741,"369,900",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3199213170-77-Hudson-St-4111-Jersey-City-NJ-07302,77 Hudson St #4111,Jersey City,NJ,7302,942,"899,000",1 Bedroom,"1 full, 1 partial Bathrooms",Condo,,,,,,,,,,
https://www.trulia.com/property/3261999708-1-Intrepid-Pl-NA-Jersey-City-NJ-07305,1 Intrepid Pl #NA,Jersey City,NJ,7305,"2,500","999,900",3 Bedrooms,Apartment/äó†Condo/äó†Townhouse,,,,,,,,,,,
https://www.trulia.com/property/3260697626-115-Winfield-Ave-Jersey-City-NJ-07305,115 Winfield Ave,Jersey City,NJ,7305,n/a,"499,915",5 Bedrooms,4 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3261780205-662-Liberty-Ave-Jersey-City-NJ-07307,662 Liberty Ave,Jersey City,NJ,7307,n/a,"485,000",5 Bedrooms,3 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3261818122-50-Dey-St-457-Jersey-City-NJ-07306,50 Dey St #457,Jersey City,NJ,7306,"1,278","640,000",2 Bedrooms,2 full Bathrooms,Condo,,,,,,,,,,
https://www.trulia.com/property/1054042039-225-Saint-Pauls-Ave-11H-Jersey-City-NJ-07306,225 Saint Pauls Ave #11H,Jersey City,NJ,7306,862,"355,000",1 Bedroom,1 full Bathroom,Condo,Dishwasher,,,,,,,,,
https://www.trulia.com/property/3261941374-50-Dey-St-24-Jersey-City-NJ-07306,50 Dey St #24,Jersey City,NJ,7306,662,"415,000",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3260812628-23-Belvidere-Ave-Jersey-City-NJ-07304,23 Belvidere Ave,Jersey City,NJ,7304,n/a,"166,900",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3260708263-1-Greene-St-311-Jersey-City-NJ-07302,1 Greene St #311,Jersey City,NJ,7302,886,"749,000",1 Bedroom,1 full Bathroom,Condo,Doorman,,,,,,,,,
https://www.trulia.com/property/3260618274-90-Randolph-Ave-Jersey-City-NJ-07305,90 Randolph Ave,Jersey City,NJ,7305,n/a,"699,000",6 Bedrooms,"4 full, 1 partial Bathrooms",Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3206276214-4-Beacon-Way-712-Jersey-City-NJ-07304,4 Beacon Way #712,Jersey City,NJ,7304,"1,214","415,000",2 Bedrooms,Apartment/äó†Condo/äó†Townhouse,,,,,,,,,,,
https://www.trulia.com/property/3062961932-117-Saint-Pauls-Ave-Jersey-City-NJ-07306,117 Saint Pauls Ave,Jersey City,NJ,7306,n/a,"825,000",6 Bedrooms,4 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3110301131-248-Randolph-Ave-Jersey-City-NJ-07304,248 Randolph Ave,Jersey City,NJ,7304,n/a,"850,500",6 Bedrooms,3 full Bathrooms,Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3238500178-73-Irving-St-Jersey-City-NJ-07307,73 Irving St,Jersey City,NJ,7307,n/a,"629,000",4 Bedrooms,2 full Bathrooms,Single-Family Home,Porch,,,,,,,,,
https://www.trulia.com/property/3261184743-40-Corbin-Ave-Jersey-City-NJ-07306,40 Corbin Ave,Jersey City,NJ,7306,n/a,"829,000",6 Bedrooms,"4 full, 1 partial Bathrooms",Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3261969426-84-Palisade-Ave-Jersey-City-NJ-07306,84 Palisade Ave,Jersey City,NJ,7306,n/a,"719,999",4 Bedrooms,"2 full, 1 partial Bathrooms",Multi-Family,,,,,,,,,,
https://www.trulia.com/property/3055581080-10-Regent-St-501-Jersey-City-NJ-07302,10 Regent St #501,Jersey City,NJ,7302,"1,047","860,000",2 Bedrooms,2 full Bathrooms,Condo,,,,,,,,,,
https://www.trulia.com/property/3261331001-30-Walnut-St-Jersey-City-NJ-07305,30 Walnut St,Jersey City,NJ,7305,"1,398","278,917",Condo,,,,,,,,,,,,
https://www.trulia.com/property/3261765461-356-Armstrong-Ave-Jersey-City-NJ-07305,356 Armstrong Ave,Jersey City,NJ,7305,n/a,"349,000",5 Bedrooms,Multi-Family,,,,,,,,,,,
https://www.trulia.com/property/3261997467-6-Tellicherry-Ct-TH-Jersey-City-NJ-07305,6 Tellicherry Ct #TH,Jersey City,NJ,7305,"1,491","399,900",2 Bedrooms,Apartment/äó†Condo/äó†Townhouse,,,,,,,,,,,
https://www.trulia.com/property/3261414928-300-Communipaw-Ave-23-Jersey-City-NJ-07304,300 Communipaw Ave #23,Jersey City,NJ,7304,989,"364,900",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3260178871-176-Summit-Ave-Jersey-City-NJ-07304,176 Summit Ave,Jersey City,NJ,7304,n/a,"1,399,000",Multi-Family,,,,,,,,,,,,
https://www.trulia.com/property/3261540430-6-Alder-St-Jersey-City-NJ-07305,6 Alder St,Jersey City,NJ,7305,"1,398","280,487",Condo,,,,,,,,,,,,
https://www.trulia.com/property/3261784531-186-Wayne-St-123D-Jersey-City-NJ-07302,186 Wayne St #123D,Jersey City,NJ,7302,683,"515,000",1 Bedroom,Apartment/äó†Condo/äó†Townhouse,,,,,,,,,,,
https://www.trulia.com/property/3052026265-389-Washington-St-11J-Jersey-City-NJ-07302,389 Washington St #11J,Jersey City,NJ,7302,757,"699,000",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3256738540-126-Dudley-St-104-Jersey-City-NJ-07302,126 Dudley St #104,Jersey City,NJ,7302,739,"624,900",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3261552520-10-Regent-St-218-Jersey-City-NJ-07302,10 Regent St #218,Jersey City,NJ,7302,697,"621,800",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3261598459-321-Pacific-Ave-3-3-Jersey-City-NJ-07304,321 Pacific Ave #3 3,Jersey City,NJ,7304,708,"279,000",1 Bedroom,1 full Bathroom,Condo,Refrigerator,Dishwasher,Microwave,,,,,,,
https://www.trulia.com/property/3260900089-159-2nd-St-1202-Jersey-City-NJ-07302,159 2nd St #1202,Jersey City,NJ,7302,"1,221","925,000",1 Bedroom,2 full Bathrooms,Condo,Refrigerator,Dishwasher,Microwave,Washer,Dryer,,,,,
https://www.trulia.com/property/3256829856-201-Marin-Blvd-2-712-Jersey-City-NJ-07302,201 Marin Blvd #2-712,Jersey City,NJ,7302,770,"735,000",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3259809741-247-Cambridge-Ave-2-Jersey-City-NJ-07307,247 Cambridge Ave #2,Jersey City,NJ,7307,812,"479,000",2 Bedrooms,2 full Bathrooms,Condo,,,,,,,,,,
https://www.trulia.com/property/3259810128-247-Cambridge-Ave-3-Jersey-City-NJ-07307,247 Cambridge Ave #3,Jersey City,NJ,7307,809,"495,000",2 Bedrooms,2 full Bathrooms,Condo,,,,,,,,,,
https://www.trulia.com/property/3260488741-673675-Bergen-Ave-2b-Jersey-City-NJ-07304,673675 Bergen Ave 2b,Jersey City,NJ,7304,618,"174,900",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3261110890-88-Morgan-St-4306-Jersey-City-NJ-07302,88 Morgan St #4306,Jersey City,NJ,7302,864,"788,888",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3261399882-201-Marin-Blvd-1424-Jersey-City-NJ-07302,201 Marin Blvd #1424,Jersey City,NJ,7302,738,"645,000",1 Bedroom,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3261725020-149-Essex-St-5M-Jersey-City-NJ-07302,149 Essex St #5M,Jersey City,NJ,7302,936,"850,000",2 Bedrooms,2 full Bathrooms,Condo,Doorman,,,,,,,,,
https://www.trulia.com/property/3241796399-9-Atlas-Ct-PH-Jersey-City-NJ-07305,9 Atlas Ct #PH,Jersey City,NJ,7305,"1,866","544,500",3 Bedrooms,"2 full, 2 partial Bathrooms",Condo,,,,,,,,,,
https://www.trulia.com/property/39842506-18-Howard-Pl-Jersey-City-NJ-07306,18 Howard Pl,Jersey City,NJ,7306,n/a,"449,000",3 Bedrooms,4 full Bathrooms,Unknown,,,,,,,,,,
https://www.trulia.com/property/3261149572-201-Marin-Blvd-2-401-Jersey-City-NJ-07302,201 Marin Blvd #2-401,Jersey City,NJ,7302,"1,017","941,000",1 Bedroom,2 full Bathrooms,Condo,,,,,,,,,,
https://www.trulia.com/property/3065601742-26-Irving-St-Jersey-City-NJ-07307,26 Irving St,Jersey City,NJ,7307,n/a,"1,200,000",4 full Bathrooms,Multi-Family,,,,,,,,,,,
https://www.trulia.com/property/3260829670-24-Lyon-Ct-Jersey-City-NJ-07305,24 Lyon Ct,Jersey City,NJ,7305,"1,444","449,000",2 Bedrooms,"2 full, 1 partial Bathrooms",Condo,Skylight,,,,,,,,,
https://www.trulia.com/property/3262046915-1768-1768-1-2-Kennedy-Blvd-Jersey-City-NJ-07305,1768-1768 1/2 Kennedy Blvd,Jersey City,NJ,7305,n/a,"429,000",Lot/äó†Land,,,,,,,,,,,,
https://www.trulia.com/property/3173400968-93-Irving-St-1-Jersey-City-NJ-07307,93 Irving St #1,Jersey City,NJ,7307,"1,589","629,000",2 Bedrooms,"2 full, 1 partial Bathrooms",Condo,,,,,,,,,,
https://www.trulia.com/property/3260507137-129-Prospect-St-3-Jersey-City-NJ-07307,129 Prospect St #3,Jersey City,NJ,7307,"1,050","599,000",3 Bedrooms,1 full Bathroom,Condo,,,,,,,,,,
https://www.trulia.com/property/3260561815-122-Liberty-View-Dr-F-Jersey-City-NJ-07302,122 Liberty View Dr #F,Jersey City,NJ,7302,"1,812","1,500,000",3 Bedrooms,Apartment/äó†Condo/äó†Townhouse,,,,,,,,,,,
https://www.trulia.com/property/3237307451-1768-John-F-Kennedy-Blvd-Jersey-City-NJ-07305,1768 John F Kennedy Blvd,Jersey City,NJ,7305,n/a,"429,000",Single-Family Home,,,,,,,,,,,,
https://www.trulia.com/property/1064434345-302-Columbia-Ave-Jersey-City-NJ-07307,302 Columbia Ave,Jersey City,NJ,7307,n/a,"330,391",Single-Family Home,,,,,,,,,,,,
https://www.trulia.com/property/3134466407-352-7th-St-3-Jersey-City-NJ-07302,352 7th St #3,Jersey City,NJ,7302,n/a,"429,000",2 Bedrooms,1 full Bathroom,Townhouse,,,,,,,,,,
https://www.trulia.com/property/3256890345-30-Trenton-St-30-Trenton-St-Jersey-City-NJ-07306,30 Trenton St 30 Trenton St,Jersey City,NJ,7306,n/a,"314,459",Single-Family Home,,,,,,,,,,,,
https://www.trulia.com/property/3261139769-88-Morgan-St-4306-Jersey-City-NJ-07302,88 Morgan St #4306,Jersey City,NJ,7302,n/a,"788,000",1 Bedroom,"1 full, 1 partial Bathrooms",Condo,,,,,,,,,,
https://www.trulia.com/property/3261666381-418-Martin-Luther-King-Jr-Dr-2D-Jersey-City-NJ-07304,418 Martin Luther King Jr Dr #2D,Jersey City,NJ,7304,n/a,"183,260",Unknown,,,,,,,,,,,,
