link,street,city,state,zip,year,price
https://www.trulia.com/property/3268706488-282-Magnolia-Ave-9-Jersey-City-NJ-07306,282 Magnolia Ave #9,Jersey City,NJ,7306,n/a,"315,000"
https://www.trulia.com/property/3262847640-300-Communipaw-Ave-Jersey-City-NJ-07304,300 Communipaw Ave,Jersey City,NJ,7304,n/a,"364,889"
https://www.trulia.com/property/3268608608-126-Dudley-St-410-Jersey-City-NJ-07302,126 Dudley St #410,Jersey City,NJ,7302,n/a,"949,000"
https://www.trulia.com/property/3268658443-46-Cypress-St-Jersey-City-NJ-07305,46 Cypress St,Jersey City,NJ,7305,1996,"369,900"
https://www.trulia.com/property/3262971116-102-Christopher-Columbus-Dr-1-Jersey-City-NJ-07302,102 Christopher Columbus Dr #1,Jersey City,NJ,7302,n/a,"1,025,000"
https://www.trulia.com/property/3263057753-72-Essex-St-3-Jersey-City-NJ-07302,72 Essex St #3,Jersey City,NJ,7302,n/a,"1,025,000"
https://www.trulia.com/property/1094573372-30-Freedomway-404-Jersey-City-NJ-07305,30 Freedomway #404,Jersey City,NJ,7305,n/a,"559,000"
https://www.trulia.com/property/3224906202-66-Constitution-Way-TH-Jersey-City-NJ-07305,66 Constitution Way #TH,Jersey City,NJ,7305,n/a,"1,490,000"
https://www.trulia.com/property/3258108598-201-Marin-Blvd-2-818-Jersey-City-NJ-07302,201 Marin Blvd #2-818,Jersey City,NJ,7302,n/a,"1,228,000"
https://www.trulia.com/property/3268673564-29-Halfmoon-Isle-Jersey-City-NJ-07305,29 Halfmoon Isle,Jersey City,NJ,7305,n/a,"1,395,000"
https://www.trulia.com/builder-community/The-Oakman-Condominiums-3258469102/new-home/Two-Bedroom-Den-Plan/3268725355,Two Bedroom + Den Plan,Jersey City,NJ,7302,n/a,"1,349,500"
https://www.trulia.com/property/3262849120-50-Bright-St-Jersey-City-NJ-07302,50 Bright St,Jersey City,NJ,7302,n/a,"464,640"
https://www.trulia.com/property/3262850857-4-Tribeca-Ave-Jersey-City-NJ-07305,4 Tribeca Ave,Jersey City,NJ,7305,n/a,"307,131"
